순번,호출부호,입항횟수,입항횟수.1,입항횟수.2,신고톤수,선박명,선사/대리점,선사/대리점.1,신청시설,신청시설.1,신청시설.2,신청일시(FROM ~ TO),신청일시(FROM ~ TO).1,지정시설,지정시설.1,지정시설.2,지정일시(FROM ~ TO),지정일시(FROM ~ TO).1,사용목적명,예보일시,허가유무
7778,120004,2023,43,4,299,뉴동신호,BSZ9968,(주)동신기업,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-26 10:00,2023-10-26 12:55,,,,,,접안대기,2023-10-27,미허가
7779,120004,2023,43,5,299,뉴동신호,BSZ9968,(주)동신기업,WAN,04,남외항 N-4박지,2023-10-26 14:30,2023-10-26 17:35,,,,,,접안대기,2023-10-27,미허가
7780,120004,2023,43,7,299,뉴동신호,BSZ9968,(주)동신기업,OLD,01,동명호안,2023-10-27 01:00,2023-10-27 02:30,,,,,,접안대기,2023-10-27,미허가
7788,V2HT7,2023,14,1,9.522,HS BUSAN,KMS8832,고려해운(주),WAN,03,남외항 N-3박지,2023-10-27 12:00,2023-10-29 20:00,WAN,03,남외항 N-3박지,2023-10-27 12:00,2023-10-29 20:00,접안대기,2023-10-27,허가완료
7789,3ESJ9,2023,2,1,2.661,JIN HUA,BSC2203,주식회사 스완쉬핑,WAN,03,남외항 N-3박지,2023-10-27 13:00,2023-10-30 06:00,MK5,02,감천 5부두 2선석,2023-10-27 13:00,2023-10-30 06:00,접안대기,2023-10-27,허가완료
7790,UBDK9,2023,10,3,3.893,LIZA,KMC0244,(주)글로발코리아,WAN,03,남외항 N-3박지,2023-10-27 14:00,2023-10-28 20:00,WAN,03,남외항 N-3박지,2023-10-27 14:00,2023-10-28 20:00,접안대기,2023-10-27,허가완료
7802,130017,2023,89,3,556,동방5호,BSK3453,서진유업 주식회사,MW5,01,5물량장 1선석,2023-10-26 12:15,2023-10-26 17:50,MW5,01,5물량장 1선석,2023-10-26 12:15,2023-10-26 17:50,접안대기,2023-10-27,허가완료
7805,130029,2023,104,1,549,유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-25 17:10,2023-10-26 16:40,MW5,01,5물량장 1선석,2023-10-25 17:10,2023-10-26 16:40,접안대기,2023-10-27,허가완료
7809,DSQO7,2023,66,1,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-18 22:30,2023-10-18 22:40,MBD,01,동명부두 D1선석,2023-10-18 22:30,2023-10-18 22:40,접안대기,2023-10-27,허가완료
7812,170036,2023,93,1,438,17유성호,BSK9407,세양상사,MW5,01,5물량장 1선석,2023-10-25 13:00,2023-10-26 07:55,MW5,01,5물량장 1선석,2023-10-25 13:00,2023-10-26 07:55,접안대기,2023-10-27,허가완료
7825,DSQO7,2023,66,2,123,삼양303호,BSZ7604,삼양해운(주),OLT,01,대교동호안,2023-10-18 23:00,2023-10-19 11:10,,,,,,접안대기,2023-10-27,미허가
7827,200043,2023,44,27,299,극동3호,BSZ3329,다온물류(주)초량지사,MW5,01,5물량장 1선석,2023-10-24 15:10,2023-10-26 07:20,,,,,,접안대기,2023-10-27,미허가
7828,DSQO7,2023,66,3,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-19 11:30,2023-10-19 16:35,,,,,,접안대기,2023-10-27,미허가
7839,775679,2023,4,4,28,명성92호,BSZ9932,명성티엔비,MDD,01,다대포조선소,2023-10-23 14:05,2023-10-23 14:15,MDD,01,다대포조선소,2023-10-23 14:05,2023-10-23 14:15,접안대기,2023-10-27,허가완료
7840,DSQO7,2023,67,1,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-20 22:00,2023-10-20 22:05,MBD,01,동명부두 D1선석,2023-10-20 22:00,2023-10-20 22:05,접안대기,2023-10-27,허가완료
7842,DSQO7,2023,67,2,123,삼양303호,BSZ7604,삼양해운(주),OLT,01,대교동호안,2023-10-20 22:25,2023-10-21 12:50,,,,,,접안대기,2023-10-27,미허가
7843,DSQO7,2023,67,3,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-21 13:10,2023-10-21 15:30,,,,,,접안대기,2023-10-27,미허가
7846,DSQO7,2023,68,1,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-22 21:55,2023-10-22 22:00,MBD,01,동명부두 D1선석,2023-10-22 21:55,2023-10-22 22:00,접안대기,2023-10-27,허가완료
7847,DSQO7,2023,68,2,123,삼양303호,BSZ7604,삼양해운(주),OLT,01,대교동호안,2023-10-22 22:20,2023-10-24 09:50,,,,,,접안대기,2023-10-27,미허가
7848,DSQO7,2023,68,3,123,삼양303호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-24 10:00,2023-10-24 10:05,,,,,,접안대기,2023-10-27,미허가
7849,DSQO7,2023,68,4,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-24 10:40,2023-10-24 15:40,,,,,,접안대기,2023-10-27,미허가
7853,DSQO7,2023,69,1,123,삼양303호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-25 11:55,2023-10-25 14:20,OLH,01,청학안벽,2023-10-25 11:55,2023-10-25 14:20,접안대기,2023-10-27,허가완료
7854,DSQO7,2023,69,2,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-25 14:30,2023-10-25 15:20,,,,,,접안대기,2023-10-27,미허가
7856,DSQO7,2023,70,1,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-26 07:10,2023-10-26 15:30,MBD,01,동명부두 D1선석,2023-10-26 07:10,2023-10-26 15:30,접안대기,2023-10-27,허가완료
7857,090481,2018,39,1,87,해양호,BSZ7437,(주)청해마린,*LP,01,대평동호안,2018-12-04 18:00,2018-12-04 18:30,*LP,01,대평동호안,2018-12-04 18:00,2018-12-04 18:30,접안대기,2023-10-27,허가완료
7867,090481,2018,40,1,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-04 19:00,2018-12-13 13:40,MW5,01,5물량장 1선석,2018-12-04 19:00,2018-12-13 13:40,접안대기,2023-10-27,허가완료
7870,090481,2018,40,3,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-13 16:30,2018-12-14 09:50,,,,,,접안대기,2023-10-27,미허가
7871,DSQO7,2023,71,1,123,삼양303호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-27 05:30,2023-10-27 05:35,MBD,01,동명부두 D1선석,2023-10-27 05:30,2023-10-27 05:35,접안대기,2023-10-27,허가완료
7885,130063,2023,43,16,149,13대신호,BSB2344,명성마린,MW5,01,5물량장 1선석,2023-10-25 11:10,2023-10-26 05:55,,,,,,접안대기,2023-10-27,미허가
7886,130063,2023,43,17,149,13대신호,BSB2344,명성마린,MSN,06,신항 2부두 3선석,2023-10-26 08:30,2023-10-26 11:45,,,,,,접안대기,2023-10-27,미허가
7887,130063,2023,43,18,149,13대신호,BSB2344,명성마린,MW5,01,5물량장 1선석,2023-10-26 14:10,2023-10-26 18:25,,,,,,접안대기,2023-10-27,미허가
7889,090481,2018,42,1,87,해양호,BSZ7437,(주)청해마린,OLH,01,청학안벽,2018-12-14 13:30,2018-12-14 13:50,OLH,01,청학안벽,2018-12-14 13:30,2018-12-14 13:50,접안대기,2023-10-27,허가완료
7900,954325,2023,61,1,94,삼양505호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-27 03:30,2023-10-27 03:35,,,,,,접안대기,2023-10-27,미허가
7907,971467,2023,135,1,81,제7천양,BSU2855,(주)보해해운,MW5,01,5물량장 1선석,2023-10-26 20:25,2023-10-27 09:55,MW5,01,5물량장 1선석,2023-10-26 20:25,2023-10-27 09:55,접안대기,2023-10-27,허가완료
7915,120004,2023,43,8,299,뉴동신호,BSZ9968,(주)동신기업,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-27 02:40,2023-10-27 07:45,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-27 02:30,2023-10-27 08:00,접안대기,2023-10-27,허가완료
7917,120004,2023,43,6,299,뉴동신호,BSZ9968,(주)동신기업,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-26 18:25,2023-10-27 00:55,MBE,Q1,감만부두 동측안벽 1 선석,2023-10-26 18:25,2023-10-27 00:55,접안대기,2023-10-27,허가완료
7930,DSQG4,2023,57,3,7.406,PEGASUS PACER,KMS8833,남성해운(주),WAM,08,M박지 M8 묘지,2023-10-29 18:00,2023-10-30 18:00,,,,,,접안대기,2023-10-27,미허가
7954,JG5720,2023,248,2,19.961,NEW CAMELLIA,KMC0178,고려훼리(주),MBF,13,신국제여객터미널 13선석,2023-10-28 20:30,2023-10-29 16:00,MBF,13,신국제여객터미널 13선석,2023-10-28 20:30,2023-10-29 16:00,접안대기,2023-10-27,허가완료
7970,971467,2023,135,2,81,제7천양,BSU2855,(주)보해해운,OLT,01,대교동호안,2023-10-27 10:20,2023-10-27 11:00,,,,,,접안대기,2023-10-27,미허가
7975,976005,2023,3,1,490,송강비-201호,BSB2035,송강해운,MWB,01,봉래동물량장,2023-10-28 00:00,2023-11-11 00:00,MWB,01,봉래동물량장,2023-10-28 00:00,2023-11-11 00:00,접안대기,2023-10-27,허가완료
7977,969087,2023,1,29,278,해연5호,BSM0188,명진선박,MWB,01,봉래동물량장,2023-10-31 00:00,2023-11-14 23:59,MWB,01,봉래동물량장,2023-10-31 00:00,2023-11-14 23:59,접안대기,2023-10-27,허가완료
7978,020465,2023,1,21,541,해연3000호,BSM0188,명진선박,MWB,01,봉래동물량장,2023-10-31 00:00,2023-11-14 23:59,MWB,01,봉래동물량장,2023-10-31 00:00,2023-11-14 23:59,접안대기,2023-10-27,허가완료
7979,060616,2023,1,21,389,옵스3호,BSM0188,명진선박,MWB,01,봉래동물량장,2023-10-31 00:00,2023-11-14 23:59,MWB,01,봉래동물량장,2023-10-31 00:00,2023-11-14 23:59,접안대기,2023-10-27,허가완료
7981,037832,2023,2,4,1.134,부성5001호,BSZ3604,부영수중공사,OLS,01,동삼안벽,2023-10-26 00:00,2023-11-09 00:00,OLS,01,동삼안벽,2023-10-26 00:00,2023-11-09 00:00,접안대기,2023-10-27,허가완료
7989,DSQV7,2023,41,2,2.006,DONGJIN NAGOYA,KMS8819,동진상선(주),WAE,01,E박지 E1 묘지,2023-10-28 13:00,2023-10-30 08:00,WAE,01,E박지 E1 묘지,2023-10-28 13:00,2023-10-30 08:00,접안대기,2023-10-27,허가완료
7990,D7PP,2023,36,1,9.990,DONGJIN ENTERPRISE,KMS8819,동진상선(주),WAE,02,E박지 E2 묘지,2023-10-28 00:00,2023-10-30 15:00,WAE,02,E박지 E2 묘지,2023-10-28 00:00,2023-10-30 15:00,접안대기,2023-10-27,허가완료
7992,230018,2023,24,1,408,목림부산,BSZ7472,목림마린(주),MW5,01,5물량장 1선석,2023-10-05 09:10,2023-10-07 07:30,MW5,01,5물량장 1선석,2023-10-05 09:10,2023-10-07 07:30,접안대기,2023-10-27,허가완료
7996,V7A2844,2023,21,1,9.949,STAR EXPLORER,KMS8833,남성해운(주),WAM,09,M박지 M9 묘지,2023-10-28 07:00,2023-10-30 00:00,WAM,09,M박지 M9 묘지,2023-10-28 13:00,2023-10-30 00:00,접안대기,2023-10-27,허가완료
7999,DSEA3,2023,109,2,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-17 23:40,2023-10-20 08:30,MW5,01,5물량장 1선석,2023-10-17 23:40,2023-10-20 08:30,접안대기,2023-10-27,허가완료
8000,DSEA3,2023,109,3,210,1성진,BSK2658,성진유운,MDY,01,영도(KOCO) 돌핀,2023-10-20 08:50,2023-10-20 09:25,MDY,01,영도(KOCO) 돌핀,2023-10-20 08:50,2023-10-20 09:25,접안대기,2023-10-27,허가완료
8001,DSEA3,2023,109,4,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-20 09:40,2023-10-20 13:00,MW5,01,5물량장 1선석,2023-10-20 09:40,2023-10-20 13:00,접안대기,2023-10-27,허가완료
8002,DSEA3,2023,109,5,210,1성진,BSK2658,성진유운,WAN,04,남외항 N-4박지,2023-10-20 14:00,2023-10-20 15:50,WAN,04,남외항 N-4박지,2023-10-20 14:00,2023-10-20 15:50,접안대기,2023-10-27,허가완료
8003,DSEA3,2023,109,6,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-20 16:40,2023-10-21 08:35,MW5,01,5물량장 1선석,2023-10-20 16:40,2023-10-21 08:35,접안대기,2023-10-27,허가완료
8004,DSEA3,2023,109,7,210,1성진,BSK2658,성진유운,MDY,01,영도(KOCO) 돌핀,2023-10-21 08:45,2023-10-21 09:55,MDY,01,영도(KOCO) 돌핀,2023-10-21 08:45,2023-10-21 09:55,접안대기,2023-10-27,허가완료
8005,DSEA3,2023,109,8,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-21 10:15,2023-10-22 13:25,MW5,01,5물량장 1선석,2023-10-21 10:15,2023-10-22 13:25,접안대기,2023-10-27,허가완료
8006,DSEA3,2023,109,9,210,1성진,BSK2658,성진유운,WAN,03,남외항 N-3박지,2023-10-22 14:55,2023-10-22 18:15,WAN,03,남외항 N-3박지,2023-10-22 14:55,2023-10-22 18:15,접안대기,2023-10-27,허가완료
8007,DSEA3,2023,109,10,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-22 18:55,2023-10-23 14:15,MW5,01,5물량장 1선석,2023-10-22 18:55,2023-10-23 14:15,접안대기,2023-10-27,허가완료
8008,DSEA3,2023,109,11,210,1성진,BSK2658,성진유운,MDY,01,영도(KOCO) 돌핀,2023-10-23 14:45,2023-10-23 15:10,MDY,01,영도(KOCO) 돌핀,2023-10-23 14:45,2023-10-23 15:10,접안대기,2023-10-27,허가완료
8009,DSEA3,2023,109,12,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-23 15:35,2023-10-24 04:40,MW5,01,5물량장 1선석,2023-10-23 15:35,2023-10-24 04:40,접안대기,2023-10-27,허가완료
8010,DSEA3,2023,109,13,210,1성진,BSK2658,성진유운,WAN,02,남외항 N-2박지,2023-10-24 05:20,2023-10-24 07:00,WAN,02,남외항 N-2박지,2023-10-24 05:20,2023-10-24 07:00,접안대기,2023-10-27,허가완료
8011,DSEA3,2023,109,14,210,1성진,BSK2658,성진유운,MW5,01,5물량장 1선석,2023-10-24 07:45,2023-10-27 09:30,MW5,01,5물량장 1선석,2023-10-24 07:45,2023-10-27 09:30,접안대기,2023-10-27,허가완료
8019,935240,2020,1,2,106,제23삼진호,BSZ7246,주식회사 해창기업,*JG,01,자갈치,2020-11-23 06:50,2020-11-23 11:30,,,,,,접안대기,2023-10-27,미허가
8021,935240,2020,1,3,106,제23삼진호,BSZ7246,주식회사 해창기업,*JG,01,자갈치,2020-11-23 12:00,2021-01-05 07:05,,,,,,접안대기,2023-10-27,미허가
8022,130024,2023,58,1,223,금향호,BSM0198,세진유업,MW5,01,5물량장 1선석,2023-10-23 12:10,2023-10-25 12:55,MW5,01,5물량장 1선석,2023-10-23 12:10,2023-10-25 12:55,접안대기,2023-10-27,허가완료
8024,230033,2023,1,2,528,보원호,BSZ9980,(주)보원마린,MW5,01,5물량장 1선석,2023-08-05 15:30,2023-08-17 07:30,MW5,01,5물량장 1선석,2023-08-05 15:30,2023-08-17 07:30,접안대기,2023-10-27,허가완료
8025,114801,2023,67,1,997,동명호,USK0058,(주)원강해운,MW5,01,5물량장 1선석,2023-10-24 06:15,2023-10-24 16:16,MW5,01,5물량장 1선석,2023-10-24 06:15,2023-10-24 16:16,접안대기,2023-10-27,허가완료
8027,230033,2023,1,9,528,보원호,BSZ9980,(주)보원마린,MW5,01,5물량장 1선석,2023-10-26 18:00,2023-10-27 01:30,MW5,01,5물량장 1선석,2023-10-26 18:00,2023-10-27 01:30,접안대기,2023-10-27,허가완료
8028,230033,2023,1,6,528,보원호,BSZ9980,(주)보원마린,MW5,01,5물량장 1선석,2023-09-09 15:40,2023-09-25 10:00,MW5,01,5물량장 1선석,2023-09-09 15:40,2023-09-25 10:00,접안대기,2023-10-27,허가완료
8029,230033,2023,1,7,528,보원호,BSZ9980,(주)보원마린,MW5,01,5물량장 1선석,2023-09-25 13:00,2023-10-26 12:15,MW5,01,5물량장 1선석,2023-09-25 13:00,2023-10-26 12:15,접안대기,2023-10-27,허가완료
8032,921270,2023,28,1,94,제3삼양호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-14 19:00,2023-10-14 19:05,OLH,01,청학안벽,2023-10-14 19:00,2023-10-14 19:05,접안대기,2023-10-27,허가완료
8033,921270,2023,28,2,94,제3삼양호,BSZ7604,삼양해운(주),OLT,01,대교동호안,2023-10-14 19:20,2023-10-16 15:30,,,,,,접안대기,2023-10-27,미허가
8035,975935,2023,109,6,149,2금진호,BSZ3466,(주)신진해운,MW5,01,5물량장 1선석,2023-10-25 09:30,2023-10-27 07:40,,,,,,접안대기,2023-10-27,미허가
8036,975935,2023,109,7,149,2금진호,BSZ3466,(주)신진해운,MWB,01,봉래동물량장,2023-10-27 07:55,2023-10-27 08:10,,,,,,접안대기,2023-10-27,미허가
8039,921270,2023,29,2,94,제3삼양호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-18 13:20,2023-10-18 16:25,MBD,01,동명부두 D1선석,2023-10-18 13:20,2023-10-18 16:25,접안대기,2023-10-27,허가완료
8043,921270,2023,30,1,94,제3삼양호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-19 22:30,2023-10-19 22:40,MBD,01,동명부두 D1선석,2023-10-19 22:30,2023-10-19 22:40,접안대기,2023-10-27,허가완료
8046,921270,2023,30,2,94,제3삼양호,BSZ7604,삼양해운(주),OLT,01,대교동호안,2023-10-19 23:00,2023-10-20 13:40,,,,,,접안대기,2023-10-27,미허가
8047,975935,2023,110,1,149,2금진호,BSZ3466,(주)신진해운,*LP,01,대평동호안,2023-10-27 08:30,2023-10-27 09:10,*LP,01,대평동호안,2023-10-27 08:30,2023-10-27 09:10,접안대기,2023-10-27,허가완료
8049,921270,2023,30,3,94,제3삼양호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-20 14:00,2023-10-20 16:15,,,,,,접안대기,2023-10-27,미허가
8053,921270,2023,31,1,94,제3삼양호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-21 22:40,2023-10-21 22:45,MBD,01,동명부두 D1선석,2023-10-21 22:40,2023-10-21 22:45,접안대기,2023-10-27,허가완료
8055,921270,2023,31,2,94,제3삼양호,BSZ7604,삼양해운(주),OLT,01,대교동호안,2023-10-21 23:05,2023-10-23 10:50,,,,,,접안대기,2023-10-27,미허가
8058,921270,2023,31,3,94,제3삼양호,BSZ7604,삼양해운(주),MBD,01,동명부두 D1선석,2023-10-23 11:10,2023-10-23 15:45,,,,,,접안대기,2023-10-27,미허가
8075,090176,2022,1,29,172,비씨보고호,BSZ9719,(주)광영산초,OLS,01,동삼안벽,2023-10-27 23:59,2023-11-10 23:59,OLS,01,동삼안벽,2023-10-27 23:59,2023-11-10 23:59,접안대기,2023-10-27,허가완료
8077,921270,2023,29,1,94,제3삼양호,BSZ7604,삼양해운(주),MDD,01,다대포조선소,2023-10-18 12:20,2023-10-18 12:21,MDD,01,다대포조선소,2023-10-18 12:20,2023-10-18 12:21,접안대기,2023-10-27,허가완료
8079,166803,2023,22,1,396,로원호,BSZ3632,로원,MK6,01,감천 6부두 1선석,2023-10-27 07:30,2023-10-27 08:25,MK6,01,감천 6부두 1선석,2023-10-27 07:30,2023-10-27 08:25,접안대기,2023-10-27,허가완료
8085,130001,2023,39,1,415,동진에이스호,BSZ3488,부민마린 주식회사,MW5,01,5물량장 1선석,2023-10-26 03:10,2023-10-26 14:40,MW5,01,5물량장 1선석,2023-10-26 03:10,2023-10-26 14:40,접안대기,2023-10-27,허가완료
8088,130001,2023,39,3,415,동진에이스호,BSZ3488,부민마린 주식회사,MW5,01,5물량장 1선석,2023-10-26 22:30,2023-10-27 06:25,MW5,01,5물량장 1선석,2023-10-26 22:30,2023-10-27 06:25,접안대기,2023-10-27,허가완료
8096,083802,2023,6,29,1.046,금오6001호,BSK3141,금오로지스 주식회사,OLH,01,청학안벽,2023-10-27 10:00,2023-10-28 18:00,,,,,,접안대기,2023-10-27,미허가
8115,DSQG4,2023,57,1,7.406,PEGASUS PACER,KMS8833,남성해운(주),WAN,03,남외항 N-3박지,2023-10-27 18:00,2023-10-30 08:00,WAN,03,남외항 N-3박지,2023-10-27 18:00,2023-10-30 08:00,접안대기,2023-10-27,허가완료
8120,200035,2023,89,1,497,우원호,BSZ3327,우원마린 주식회사,MW5,01,5물량장 1선석,2023-10-27 03:40,2023-10-27 13:00,MW5,01,5물량장 1선석,2023-10-27 03:40,2023-10-27 13:00,접안대기,2023-10-27,허가완료
8125,083802,2023,6,30,1.046,금오6001호,BSK3141,금오로지스 주식회사,MSL,01,신항 다목적부두,2023-10-28 22:00,2023-10-29 08:00,,,,,,접안대기,2023-10-27,미허가
8133,090481,2018,44,1,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-17 14:10,2018-12-19 22:05,MW5,01,5물량장 1선석,2018-12-17 14:10,2018-12-19 22:05,접안대기,2023-10-27,허가완료
8135,090481,2018,44,2,87,해양호,BSZ7437,(주)청해마린,WAN,03,남외항 N-3박지,2018-12-19 23:40,2018-12-20 00:35,,,,,,접안대기,2023-10-27,미허가
8136,090481,2018,44,3,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-20 01:30,2018-12-20 13:50,,,,,,접안대기,2023-10-27,미허가
8139,090481,2018,44,5,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-20 16:15,2018-12-21 12:00,,,,,,접안대기,2023-10-27,미허가
8140,090481,2018,44,6,87,해양호,BSZ7437,(주)청해마린,OLT,01,대교동호안,2018-12-21 12:20,2018-12-21 12:55,,,,,,접안대기,2023-10-27,미허가
8141,090481,2018,44,7,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-21 13:15,2018-12-26 09:20,,,,,,접안대기,2023-10-27,미허가
8142,090481,2018,44,8,87,해양호,BSZ7437,(주)청해마린,MWB,01,봉래동물량장,2018-12-26 09:45,2018-12-26 10:30,,,,,,접안대기,2023-10-27,미허가
8143,090481,2018,44,9,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-26 10:55,2018-12-30 07:00,,,,,,접안대기,2023-10-27,미허가
8144,090481,2018,44,11,87,해양호,BSZ7437,(주)청해마린,MW5,01,5물량장 1선석,2018-12-30 11:25,2019-01-03 08:55,,,,,,접안대기,2023-10-27,미허가
8145,090481,2018,44,12,87,해양호,BSZ7437,(주)청해마린,WAN,01,남외항 N-1박지,2019-01-03 11:55,2019-01-03 12:05,,,,,,접안대기,2023-10-27,미허가
8147,DSDZ7,2023,26,1,147,삼양201호,BSZ7604,삼양해운(주),OLT,01,대교동호안,2023-10-10 13:45,2023-10-11 10:20,OLT,01,대교동호안,2023-10-10 13:45,2023-10-11 10:20,접안대기,2023-10-27,허가완료
8149,DSDZ7,2023,27,1,147,삼양201호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-22 06:45,2023-10-22 06:50,OLH,01,청학안벽,2023-10-22 06:45,2023-10-22 06:50,접안대기,2023-10-27,허가완료
8150,DSDZ7,2023,27,2,147,삼양201호,BSZ7604,삼양해운(주),OLT,01,대교동호안,2023-10-22 07:15,2023-10-23 10:00,,,,,,접안대기,2023-10-27,미허가
8151,DSDZ7,2023,27,3,147,삼양201호,BSZ7604,삼양해운(주),OLH,01,청학안벽,2023-10-23 10:15,2023-10-23 10:25,,,,,,접안대기,2023-10-27,미허가
8159,160068,2023,21,1,1.855,제27금진,BSK2002,금진해운(주),WAO,02,O박지 O2 묘지,2023-10-28 02:00,2023-10-28 09:00,MBU,02,연합부두 연2선석,2023-10-28 02:00,2023-10-28 09:00,접안대기,2023-10-27,허가완료
8161,D9LT,2023,4,2,46,제107삼양,BSZ3037,삼양항운,OLT,01,대교동호안,2023-09-12 17:20,2023-10-03 07:25,,,,,,접안대기,2023-10-27,미허가
8163,DSQB7,2023,19,2,1.725,SNK LADY,KMC0151,대호상선(주),WAO,02,O박지 O2 묘지,2023-10-29 12:00,2023-10-30 08:00,,,,,,접안대기,2023-10-27,미허가
8165,D9LT,2023,4,5,46,제107삼양,BSZ3037,삼양항운,MWB,01,봉래동물량장,2023-10-03 17:20,2023-10-04 08:05,,,,,,접안대기,2023-10-27,미허가
8166,D9LT,2023,4,4,46,제107삼양,BSZ3037,삼양항운,MDD,01,다대포조선소,2023-10-03 11:15,2023-10-03 14:00,MDD,01,다대포조선소,2023-10-03 11:15,2023-10-03 14:00,접안대기,2023-10-27,허가완료
8167,D9LT,2023,4,6,46,제107삼양,BSZ3037,삼양항운,OLH,01,청학안벽,2023-10-04 08:30,2023-10-04 08:40,,,,,,접안대기,2023-10-27,미허가
8168,D9LT,2023,4,7,46,제107삼양,BSZ3037,삼양항운,MDD,01,다대포조선소,2023-10-04 11:25,2023-10-06 08:00,MDD,01,다대포조선소,2023-10-04 11:25,2023-10-06 08:00,접안대기,2023-10-27,허가완료
8170,176801,2023,102,1,759,아크,BSB2461,노아해운,MW5,01,5물량장 1선석,2023-10-23 18:30,2023-10-27 14:20,MW5,01,5물량장 1선석,2023-10-23 18:30,2023-10-27 14:20,접안대기,2023-10-27,허가완료
8182,130060,2023,99,1,751,대경에이스,BSZ7090,에이치비씨해운 주식회사,MW5,01,5물량장 1선석,2023-10-25 19:30,2023-10-25 20:00,MW5,01,5물량장 1선석,2023-10-25 19:30,2023-10-25 20:00,접안대기,2023-10-27,허가완료
8201,041417,2023,1,5,379,동아 201호,BSH9706,(주)동아지질,MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-10 00:00,MWB,01,봉래동물량장,2023-10-27 00:00,2023-11-10 00:00,접안대기,2023-10-27,허가완료
8214,160068,2023,21,2,1.855,제27금진,BSK2002,금진해운(주),WAN,02,남외항 N-2박지,2023-10-28 02:00,2023-10-28 09:00,WAN,02,남외항 N-2박지,2023-10-28 02:00,2023-10-28 09:00,접안대기,2023-10-27,허가완료
8216,VRJZ8,2023,1,1,41.073,GNG CONCORD 1,KMC0337,그로발스타해운(주),WAN,05,남외항 N-5박지,2023-10-28 02:00,2023-10-30 23:59,WAN,05,남외항 N-5박지,2023-10-28 02:00,2023-10-30 23:59,접안대기,2023-10-27,허가완료
8227,3E3403,2023,1,2,22.635,GOLD TRADER,KMC0406,씨프렌드해운(주),WAN,04,남외항 N-4박지,2023-10-28 23:00,2023-10-29 21:00,MK6,01,감천 6부두 1선석,2023-10-28 23:00,2023-10-29 21:00,접안대기,2023-10-28,허가완료
8228,DSQG5,2023,43,1,7.406,PEGASUS PRIME,KMS8835,동영해운(주),WAN,03,남외항 N-3박지,2023-10-28 16:00,2023-10-29 23:00,WAN,03,남외항 N-3박지,2023-10-28 16:00,2023-10-29 23:00,접안대기,2023-10-28,허가완료
8229,D7AJ,2023,43,1,7.447,HAKATA VOYAGER,OSL0038,장금상선(주),WAN,03,남외항 N-3박지,2023-10-28 19:00,2023-10-30 04:00,WAN,03,남외항 N-3박지,2023-10-28 19:00,2023-10-30 04:00,접안대기,2023-10-28,허가완료
